Reaction	ReactionID	Compartment	Metabolite	MetName	StoiCoef
diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-16:0), lipid particle	r_2403	c_09	e_0883	DGA1 [lipid particle]
diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-16:0), lipid particle	r_2404	c_09	s_3051	diglyceride (1-18:0, 2-16:1) [lipid particle]	-1.0
diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-16:0), lipid particle	r_2404	c_09	s_2847	palmitoyl-CoA [lipid particle]	-1.0
diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-16:0), lipid particle	r_2404	c_09	s_0531	coenzyme A [lipid particle]	1.0
diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-16:0), lipid particle	r_2404	c_09	s_3052	triglyceride (1-18:0, 2-16:1, 3-16:0) [lipid particle]	1.0
diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-16:0), lipid particle	r_2404	c_09	e_0883	DGA1 [lipid particle]
diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-16:0), lipid particle	r_2405	c_09	s_3053	diglyceride (1-18:0, 2-18:1) [lipid particle]	-1.0
diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-16:0), lipid particle	r_2405	c_09	s_2847	palmitoyl-CoA [lipid particle]	-1.0
diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-16:0), lipid particle	r_2405	c_09	s_0531	coenzyme A [lipid particle]	1.0
diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-16:0), lipid particle	r_2405	c_09	s_3054	triglyceride (1-18:0, 2-18:1, 3-16:0) [lipid particle]	1.0
diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-16:0), lipid particle	r_2405	c_09	e_0883	DGA1 [lipid particle]
diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-16:0), lipid particle	r_2406	c_09	s_3055	diglyceride (1-18:1, 2-16:1) [lipid particle]	-1.0
diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-16:0), lipid particle	r_2406	c_09	s_2847	palmitoyl-CoA [lipid particle]	-1.0
diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-16:0), lipid particle	r_2406	c_09	s_0531	coenzyme A [lipid particle]	1.0
diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-16:0), lipid particle	r_2406	c_09	s_3056	triglyceride (1-18:1, 2-16:1, 3-16:0) [lipid particle]	1.0
diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-16:0), lipid particle	r_2406	c_09	e_0883	DGA1 [lipid particle]
diacylglycerol acyltransferase (1-18:1, 2-18:1, 3-16:0), lipid particle	r_2407	c_09	s_3057	diglyceride (1-18:1, 2-18:1) [lipid particle]	-1.0
diacylglycerol acyltransferase (1-18:1, 2-18:1, 3-16:0), lipid particle	r_2407	c_09	s_2847	palmitoyl-CoA [lipid particle]	-1.0
diacylglycerol acyltransferase (1-18:1, 2-18:1, 3-16:0), lipid particle	r_2407	c_09	s_0531	coenzyme A [lipid particle]	1.0
diacylglycerol acyltransferase (1-18:1, 2-18:1, 3-16:0), lipid particle	r_2407	c_09	s_3058	triglyceride (1-18:1, 2-18:1, 3-16:0) [lipid particle]	1.0
diacylglycerol acyltransferase (1-18:1, 2-18:1, 3-16:0), lipid particle	r_2407	c_09	e_0883	DGA1 [lipid particle]
diacylglycerol acyltransferase (1-16:0, 2-16:1, 3-16:1), lipid particle	r_2408	c_09	s_3043	diglyceride (1-16:0, 2-16:1) [lipid particle]	-1.0
diacylglycerol acyltransferase (1-16:0, 2-16:1, 3-16:1), lipid particle	r_2408	c_09	s_2849	palmitoleoyl-CoA [lipid particle]	-1.0
diacylglycerol acyltransferase (1-16:0, 2-16:1, 3-16:1), lipid particle	r_2408	c_09	s_0531	coenzyme A [lipid particle]	1.0
diacylglycerol acyltransferase (1-16:0, 2-16:1, 3-16:1), lipid particle	r_2408	c_09	s_3059	triglyceride (1-16:0, 2-16:1, 3-16:1) [lipid particle]	1.0
diacylglycerol acyltransferase (1-16:0, 2-16:1, 3-16:1), lipid particle	r_2408	c_09	e_0883	DGA1 [lipid particle]
diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-16:1), lipid particle	r_2409	c_09	s_3045	diglyceride (1-16:0, 2-18:1) [lipid particle]	-1.0
diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-16:1), lipid particle	r_2409	c_09	s_2849	palmitoleoyl-CoA [lipid particle]	-1.0
diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-16:1), lipid particle	r_2409	c_09	s_0531	coenzyme A [lipid particle]	1.0
diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-16:1), lipid particle	r_2409	c_09	s_3060	triglyceride (1-16:0, 2-18:1, 3-16:1) [lipid particle]	1.0
diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-16:1), lipid particle	r_2409	c_09	e_0883	DGA1 [lipid particle]
diacylglycerol acyltransferase (1-16:1, 2-16:1, 3-16:1), lipid particle	r_2410	c_09	s_3047	diglyceride (1-16:1, 2-16:1) [lipid particle]	-1.0
diacylglycerol acyltransferase (1-16:1, 2-16:1, 3-16:1), lipid particle	r_2410	c_09	s_2849	palmitoleoyl-CoA [lipid particle]	-1.0
diacylglycerol acyltransferase (1-16:1, 2-16:1, 3-16:1), lipid particle	r_2410	c_09	s_0531	coenzyme A [lipid particle]	1.0
diacylglycerol acyltransferase (1-16:1, 2-16:1, 3-16:1), lipid particle	r_2410	c_09	s_3061	triglyceride (1-16:1, 2-16:1, 3-16:1) [lipid particle]	1.0
diacylglycerol acyltransferase (1-16:1, 2-16:1, 3-16:1), lipid particle	r_2410	c_09	e_0883	DGA1 [lipid particle]
diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-16:1), lipid particle	r_2411	c_09	s_3049	diglyceride (1-16:1, 2-18:1) [lipid particle]	-1.0
diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-16:1), lipid particle	r_2411	c_09	s_2849	palmitoleoyl-CoA [lipid particle]	-1.0
diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-16:1), lipid particle	r_2411	c_09	s_0531	coenzyme A [lipid particle]	1.0
diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-16:1), lipid particle	r_2411	c_09	s_3062	triglyceride (1-16:1, 2-18:1, 3-16:1) [lipid particle]	1.0
diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-16:1), lipid particle	r_2411	c_09	e_0883	DGA1 [lipid particle]
diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-16:1), lipid particle	r_2412	c_09	s_3051	diglyceride (1-18:0, 2-16:1) [lipid particle]	-1.0
diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-16:1), lipid particle	r_2412	c_09	s_2849	palmitoleoyl-CoA [lipid particle]	-1.0
diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-16:1), lipid particle	r_2412	c_09	s_0531	coenzyme A [lipid particle]	1.0
diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-16:1), lipid particle	r_2412	c_09	s_3063	triglyceride (1-18:0, 2-16:1, 3-16:1) [lipid particle]	1.0
diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-16:1), lipid particle	r_2412	c_09	e_0883	DGA1 [lipid particle]
diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-16:1), lipid particle	r_2413	c_09	s_3053	diglyceride (1-18:0, 2-18:1) [lipid particle]	-1.0
diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-16:1), lipid particle	r_2413	c_09	s_2849	palmitoleoyl-CoA [lipid particle]	-1.0
diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-16:1), lipid particle	r_2413	c_09	s_0531	coenzyme A [lipid particle]	1.0
diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-16:1), lipid particle	r_2413	c_09	s_3064	triglyceride (1-18:0, 2-18:1, 3-16:1) [lipid particle]	1.0
diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-16:1), lipid particle	r_2413	c_09	e_0883	DGA1 [lipid particle]
diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-16:1), lipid particle	r_2414	c_09	s_3055	diglyceride (1-18:1, 2-16:1) [lipid particle]	-1.0
diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-16:1), lipid particle	r_2414	c_09	s_2849	palmitoleoyl-CoA [lipid particle]	-1.0
diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-16:1), lipid particle	r_2414	c_09	s_0531	coenzyme A [lipid particle]	1.0
diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-16:1), lipid particle	r_2414	c_09	s_3065	triglyceride (1-18:1, 2-16:1, 3-16:1) [lipid particle]	1.0
diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-16:1), lipid particle	r_2414	c_09	e_0883	DGA1 [lipid particle]
diacylglycerol acyltransferase (1-18:1, 2-18:1, 3-16:1), lipid particle	r_2415	c_09	s_3057	diglyceride (1-18:1, 2-18:1) [lipid particle]	-1.0
diacylglycerol acyltransferase (1-18:1, 2-18:1, 3-16:1), lipid particle	r_2415	c_09	s_2849	palmitoleoyl-CoA [lipid particle]	-1.0
diacylglycerol acyltransferase (1-18:1, 2-18:1, 3-16:1), lipid particle	r_2415	c_09	s_0531	coenzyme A [lipid particle]	1.0
diacylglycerol acyltransferase (1-18:1, 2-18:1, 3-16:1), lipid particle	r_2415	c_09	s_3066	triglyceride (1-18:1, 2-18:1, 3-16:1) [lipid particle]	1.0
diacylglycerol acyltransferase (1-18:1, 2-18:1, 3-16:1), lipid particle	r_2415	c_09	e_0883	DGA1 [lipid particle]
diacylglycerol acyltransferase (1-16:0, 2-16:1, 3-18:0), lipid particle	r_2416	c_09	s_3043	diglyceride (1-16:0, 2-16:1) [lipid particle]	-1.0
diacylglycerol acyltransferase (1-16:0, 2-16:1, 3-18:0), lipid particle	r_2416	c_09	s_2851	stearoyl-CoA [lipid particle]	-1.0
diacylglycerol acyltransferase (1-16:0, 2-16:1, 3-18:0), lipid particle	r_2416	c_09	s_0531	coenzyme A [lipid particle]	1.0
diacylglycerol acyltransferase (1-16:0, 2-16:1, 3-18:0), lipid particle	r_2416	c_09	s_3067	triglyceride (1-16:0, 2-16:1, 3-18:0) [lipid particle]	1.0
diacylglycerol acyltransferase (1-16:0, 2-16:1, 3-18:0), lipid particle	r_2416	c_09	e_0883	DGA1 [lipid particle]
diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-18:0), lipid particle	r_2417	c_09	s_3045	diglyceride (1-16:0, 2-18:1) [lipid particle]	-1.0
diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-18:0), lipid particle	r_2417	c_09	s_2851	stearoyl-CoA [lipid particle]	-1.0
diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-18:0), lipid particle	r_2417	c_09	s_0531	coenzyme A [lipid particle]	1.0
diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-18:0), lipid particle	r_2417	c_09	s_3068	triglyceride (1-16:0, 2-18:1, 3-18:0) [lipid particle]	1.0
diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-18:0), lipid particle	r_2417	c_09	e_0883	DGA1 [lipid particle]
diacylglycerol acyltransferase (1-16:1, 2-16:1, 3-18:0), lipid particle	r_2418	c_09	s_3047	diglyceride (1-16:1, 2-16:1) [lipid particle]	-1.0
diacylglycerol acyltransferase (1-16:1, 2-16:1, 3-18:0), lipid particle	r_2418	c_09	s_2851	stearoyl-CoA [lipid particle]	-1.0
diacylglycerol acyltransferase (1-16:1, 2-16:1, 3-18:0), lipid particle	r_2418	c_09	s_0531	coenzyme A [lipid particle]	1.0
diacylglycerol acyltransferase (1-16:1, 2-16:1, 3-18:0), lipid particle	r_2418	c_09	s_3069	triglyceride (1-16:1, 2-16:1, 3-18:0) [lipid particle]	1.0
diacylglycerol acyltransferase (1-16:1, 2-16:1, 3-18:0), lipid particle	r_2418	c_09	e_0883	DGA1 [lipid particle]
diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-18:0), lipid particle	r_2419	c_09	s_3049	diglyceride (1-16:1, 2-18:1) [lipid particle]	-1.0
diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-18:0), lipid particle	r_2419	c_09	s_2851	stearoyl-CoA [lipid particle]	-1.0
diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-18:0), lipid particle	r_2419	c_09	s_0531	coenzyme A [lipid particle]	1.0
diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-18:0), lipid particle	r_2419	c_09	s_3070	triglyceride (1-16:1, 2-18:1, 3-18:0) [lipid particle]	1.0
diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-18:0), lipid particle	r_2419	c_09	e_0883	DGA1 [lipid particle]
diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-18:0), lipid particle	r_2420	c_09	s_3051	diglyceride (1-18:0, 2-16:1) [lipid particle]	-1.0
diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-18:0), lipid particle	r_2420	c_09	s_2851	stearoyl-CoA [lipid particle]	-1.0
diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-18:0), lipid particle	r_2420	c_09	s_0531	coenzyme A [lipid particle]	1.0
diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-18:0), lipid particle	r_2420	c_09	s_3071	triglyceride (1-18:0, 2-16:1, 3-18:0) [lipid particle]	1.0
diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-18:0), lipid particle	r_2420	c_09	e_0883	DGA1 [lipid particle]
diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-18:0), lipid particle	r_2421	c_09	s_3053	diglyceride (1-18:0, 2-18:1) [lipid particle]	-1.0
diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-18:0), lipid particle	r_2421	c_09	s_2851	stearoyl-CoA [lipid particle]	-1.0
diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-18:0), lipid particle	r_2421	c_09	s_0531	coenzyme A [lipid particle]	1.0
diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-18:0), lipid particle	r_2421	c_09	s_3072	triglyceride (1-18:0, 2-18:1, 3-18:0) [lipid particle]	1.0
diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-18:0), lipid particle	r_2421	c_09	e_0883	DGA1 [lipid particle]
diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-18:0), lipid particle	r_2422	c_09	s_3055	diglyceride (1-18:1, 2-16:1) [lipid particle]	-1.0
diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-18:0), lipid particle	r_2422	c_09	s_2851	stearoyl-CoA [lipid particle]	-1.0
diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-18:0), lipid particle	r_2422	c_09	s_0531	coenzyme A [lipid particle]	1.0
diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-18:0), lipid particle	r_2422	c_09	s_3073	triglyceride (1-18:1, 2-16:1, 3-18:0) [lipid particle]	1.0
diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-18:0), lipid particle	r_2422	c_09	e_0883	DGA1 [lipid particle]
diacylglycerol acyltransferase (1-18:1, 2-18:1, 3-18:0), lipid particle	r_2423	c_09	s_3057	diglyceride (1-18:1, 2-18:1) [lipid particle]	-1.0
diacylglycerol acyltransferase (1-18:1, 2-18:1, 3-18:0), lipid particle	r_2423	c_09	s_2851	stearoyl-CoA [lipid particle]	-1.0
diacylglycerol acyltransferase (1-18:1, 2-18:1, 3-18:0), lipid particle	r_2423	c_09	s_0531	coenzyme A [lipid particle]	1.0
diacylglycerol acyltransferase (1-18:1, 2-18:1, 3-18:0), lipid particle	r_2423	c_09	s_3074	triglyceride (1-18:1, 2-18:1, 3-18:0) [lipid particle]	1.0
diacylglycerol acyltransferase (1-18:1, 2-18:1, 3-18:0), lipid particle	r_2423	c_09	e_0883	DGA1 [lipid particle]
diacylglycerol acyltransferase (1-16:0, 2-16:1, 3-18:1), lipid particle	r_2424	c_09	s_3043	diglyceride (1-16:0, 2-16:1) [lipid particle]	-1.0
diacylglycerol acyltransferase (1-16:0, 2-16:1, 3-18:1), lipid particle	r_2424	c_09	s_2853	oleoyl-CoA [lipid particle]	-1.0
diacylglycerol acyltransferase (1-16:0, 2-16:1, 3-18:1), lipid particle	r_2424	c_09	s_0531	coenzyme A [lipid particle]	1.0
diacylglycerol acyltransferase (1-16:0, 2-16:1, 3-18:1), lipid particle	r_2424	c_09	s_3075	triglyceride (1-16:0, 2-16:1, 3-18:1) [lipid particle]	1.0
diacylglycerol acyltransferase (1-16:0, 2-16:1, 3-18:1), lipid particle	r_2424	c_09	e_0883	DGA1 [lipid particle]
diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-18:1), lipid particle	r_2425	c_09	s_3045	diglyceride (1-16:0, 2-18:1) [lipid particle]	-1.0
diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-18:1), lipid particle	r_2425	c_09	s_2853	oleoyl-CoA [lipid particle]	-1.0
diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-18:1), lipid particle	r_2425	c_09	s_0531	coenzyme A [lipid particle]	1.0
diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-18:1), lipid particle	r_2425	c_09	s_3076	triglyceride (1-16:0, 2-18:1, 3-18:1) [lipid particle]	1.0
diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-18:1), lipid particle	r_2425	c_09	e_0883	DGA1 [lipid particle]
diacylglycerol acyltransferase (1-16:1, 2-16:1, 3-18:1), lipid particle	r_2426	c_09	s_3047	diglyceride (1-16:1, 2-16:1) [lipid particle]	-1.0
diacylglycerol acyltransferase (1-16:1, 2-16:1, 3-18:1), lipid particle	r_2426	c_09	s_2853	oleoyl-CoA [lipid particle]	-1.0
diacylglycerol acyltransferase (1-16:1, 2-16:1, 3-18:1), lipid particle	r_2426	c_09	s_0531	coenzyme A [lipid particle]	1.0
diacylglycerol acyltransferase (1-16:1, 2-16:1, 3-18:1), lipid particle	r_2426	c_09	s_3077	triglyceride (1-16:1, 2-16:1, 3-18:1) [lipid particle]	1.0
diacylglycerol acyltransferase (1-16:1, 2-16:1, 3-18:1), lipid particle	r_2426	c_09	e_0883	DGA1 [lipid particle]
diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-18:1), lipid particle	r_2427	c_09	s_3049	diglyceride (1-16:1, 2-18:1) [lipid particle]	-1.0
diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-18:1), lipid particle	r_2427	c_09	s_2853	oleoyl-CoA [lipid particle]	-1.0
diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-18:1), lipid particle	r_2427	c_09	s_0531	coenzyme A [lipid particle]	1.0
diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-18:1), lipid particle	r_2427	c_09	s_3078	triglyceride (1-16:1, 2-18:1, 3-18:1) [lipid particle]	1.0
diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-18:1), lipid particle	r_2427	c_09	e_0883	DGA1 [lipid particle]
diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-18:1), lipid particle	r_2428	c_09	s_3051	diglyceride (1-18:0, 2-16:1) [lipid particle]	-1.0
diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-18:1), lipid particle	r_2428	c_09	s_2853	oleoyl-CoA [lipid particle]	-1.0
diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-18:1), lipid particle	r_2428	c_09	s_0531	coenzyme A [lipid particle]	1.0
diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-18:1), lipid particle	r_2428	c_09	s_3079	triglyceride (1-18:0, 2-16:1, 3-18:1) [lipid particle]	1.0
diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-18:1), lipid particle	r_2428	c_09	e_0883	DGA1 [lipid particle]
diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-18:1), lipid particle	r_2429	c_09	s_3053	diglyceride (1-18:0, 2-18:1) [lipid particle]	-1.0
diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-18:1), lipid particle	r_2429	c_09	s_2853	oleoyl-CoA [lipid particle]	-1.0
diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-18:1), lipid particle	r_2429	c_09	s_0531	coenzyme A [lipid particle]	1.0
diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-18:1), lipid particle	r_2429	c_09	s_3080	triglyceride (1-18:0, 2-18:1, 3-18:1) [lipid particle]	1.0
diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-18:1), lipid particle	r_2429	c_09	e_0883	DGA1 [lipid particle]
diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-18:1), lipid particle	r_2430	c_09	s_3055	diglyceride (1-18:1, 2-16:1) [lipid particle]	-1.0
diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-18:1), lipid particle	r_2430	c_09	s_2853	oleoyl-CoA [lipid particle]	-1.0
diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-18:1), lipid particle	r_2430	c_09	s_0531	coenzyme A [lipid particle]	1.0
diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-18:1), lipid particle	r_2430	c_09	s_3081	triglyceride (1-18:1, 2-16:1, 3-18:1) [lipid particle]	1.0
diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-18:1), lipid particle	r_2430	c_09	e_0883	DGA1 [lipid particle]
diacylglycerol acyltransferase (1-18:1, 2-18:1, 3-18:1), lipid particle	r_2431	c_09	s_3057	diglyceride (1-18:1, 2-18:1) [lipid particle]	-1.0
diacylglycerol acyltransferase (1-18:1, 2-18:1, 3-18:1), lipid particle	r_2431	c_09	s_2853	oleoyl-CoA [lipid particle]	-1.0
diacylglycerol acyltransferase (1-18:1, 2-18:1, 3-18:1), lipid particle	r_2431	c_09	s_0531	coenzyme A [lipid particle]	1.0
diacylglycerol acyltransferase (1-18:1, 2-18:1, 3-18:1), lipid particle	r_2431	c_09	s_3082	triglyceride (1-18:1, 2-18:1, 3-18:1) [lipid particle]	1.0
diacylglycerol acyltransferase (1-18:1, 2-18:1, 3-18:1), lipid particle	r_2431	c_09	e_0883	DGA1 [lipid particle]
CDP-diacylglycerol synthase (1-16:0, 2-16:1), ER membrane	r_2432	c_05	s_2954	phosphatidate (1-16:0, 2-16:1) [endoplasmic reticulum membrane]	-1.0
CDP-diacylglycerol synthase (1-16:0, 2-16:1), ER membrane	r_2432	c_05	s_3083	CTP [endoplasmic reticulum membrane]	-1.0
CDP-diacylglycerol synthase (1-16:0, 2-16:1), ER membrane	r_2432	c_05	s_2783	H+ [endoplasmic reticulum membrane]	-1.0
CDP-diacylglycerol synthase (1-16:0, 2-16:1), ER membrane	r_2432	c_05	s_2834	diphosphate [endoplasmic reticulum membrane]	1.0
CDP-diacylglycerol synthase (1-16:0, 2-16:1), ER membrane	r_2432	c_05	s_3084	CDP-diacylglycerol (1-16:0, 2-16:1) [endoplasmic reticulum membrane]	1.0
CDP-diacylglycerol synthase (1-16:0, 2-16:1), ER membrane	r_2432	c_05	e_1012	CDS1 [endoplasmic reticulum membrane]
CDP-diacylglycerol synthase (1-16:1, 2-16:1), ER membrane	r_2433	c_05	s_2956	phosphatidate (1-16:1, 2-16:1) [endoplasmic reticulum membrane]	-1.0
CDP-diacylglycerol synthase (1-16:1, 2-16:1), ER membrane	r_2433	c_05	s_3083	CTP [endoplasmic reticulum membrane]	-1.0
CDP-diacylglycerol synthase (1-16:1, 2-16:1), ER membrane	r_2433	c_05	s_2783	H+ [endoplasmic reticulum membrane]	-1.0
CDP-diacylglycerol synthase (1-16:1, 2-16:1), ER membrane	r_2433	c_05	s_2834	diphosphate [endoplasmic reticulum membrane]	1.0
CDP-diacylglycerol synthase (1-16:1, 2-16:1), ER membrane	r_2433	c_05	s_3085	CDP-diacylglycerol (1-16:1, 2-16:1) [endoplasmic reticulum membrane]	1.0
CDP-diacylglycerol synthase (1-16:1, 2-16:1), ER membrane	r_2433	c_05	e_1012	CDS1 [endoplasmic reticulum membrane]
CDP-diacylglycerol synthase (1-18:0, 2-16:1), ER membrane	r_2434	c_05	s_2958	phosphatidate (1-18:0, 2-16:1) [endoplasmic reticulum membrane]	-1.0
CDP-diacylglycerol synthase (1-18:0, 2-16:1), ER membrane	r_2434	c_05	s_3083	CTP [endoplasmic reticulum membrane]	-1.0
CDP-diacylglycerol synthase (1-18:0, 2-16:1), ER membrane	r_2434	c_05	s_2783	H+ [endoplasmic reticulum membrane]	-1.0
CDP-diacylglycerol synthase (1-18:0, 2-16:1), ER membrane	r_2434	c_05	s_2834	diphosphate [endoplasmic reticulum membrane]	1.0
CDP-diacylglycerol synthase (1-18:0, 2-16:1), ER membrane	r_2434	c_05	s_3086	CDP-diacylglycerol (1-18:0, 2-16:1) [endoplasmic reticulum membrane]	1.0
CDP-diacylglycerol synthase (1-18:0, 2-16:1), ER membrane	r_2434	c_05	e_1012	CDS1 [endoplasmic reticulum membrane]
CDP-diacylglycerol synthase (1-18:1, 2-16:1), ER membrane	r_2435	c_05	s_2960	phosphatidate (1-18:1, 2-16:1) [endoplasmic reticulum membrane]	-1.0
CDP-diacylglycerol synthase (1-18:1, 2-16:1), ER membrane	r_2435	c_05	s_3083	CTP [endoplasmic reticulum membrane]	-1.0
CDP-diacylglycerol synthase (1-18:1, 2-16:1), ER membrane	r_2435	c_05	s_2783	H+ [endoplasmic reticulum membrane]	-1.0
CDP-diacylglycerol synthase (1-18:1, 2-16:1), ER membrane	r_2435	c_05	s_2834	diphosphate [endoplasmic reticulum membrane]	1.0
CDP-diacylglycerol synthase (1-18:1, 2-16:1), ER membrane	r_2435	c_05	s_3087	CDP-diacylglycerol (1-18:1, 2-16:1) [endoplasmic reticulum membrane]	1.0
CDP-diacylglycerol synthase (1-18:1, 2-16:1), ER membrane	r_2435	c_05	e_1012	CDS1 [endoplasmic reticulum membrane]
CDP-diacylglycerol synthase (1-16:0, 2-18:1), ER membrane	r_2436	c_05	s_2955	phosphatidate (1-16:0, 2-18:1) [endoplasmic reticulum membrane]	-1.0
CDP-diacylglycerol synthase (1-16:0, 2-18:1), ER membrane	r_2436	c_05	s_3083	CTP [endoplasmic reticulum membrane]	-1.0
CDP-diacylglycerol synthase (1-16:0, 2-18:1), ER membrane	r_2436	c_05	s_2783	H+ [endoplasmic reticulum membrane]	-1.0
